Trading Date,Mean Inflow,Daily Inflow
19/04/1933 0:00,66,156.001
20/04/1933 0:00,66,164.003
21/04/1933 0:00,66,164.003
22/04/1933 0:00,66,141.843
23/04/1933 0:00,66,119.682
24/04/1933 0:00,66,119.682
25/04/1933 0:00,66,114.15
26/04/1933 0:00,66,80.955
27/04/1933 0:00,66,75.422
28/04/1933 0:00,66,75.422
29/04/1933 0:00,66,71.947
30/04/1933 0:00,65,68.472
1/05/1933 0:00,65,68.472
2/05/1933 0:00,65,70.704
3/05/1933 0:00,65,84.095
4/05/1933 0:00,65,86.327
5/05/1933 0:00,65,86.327
6/05/1933 0:00,65,83.209
7/05/1933 0:00,64,80.091
8/05/1933 0:00,64,80.091
9/05/1933 0:00,64,78.203
10/05/1933 0:00,64,66.872
11/05/1933 0:00,64,64.984
12/05/1933 0:00,64,64.984
13/05/1933 0:00,64,92.725
14/05/1933 0:00,65,120.466
15/05/1933 0:00,65,120.466
16/05/1933 0:00,65,126.289
17/05/1933 0:00,65,161.224
18/05/1933 0:00,65,167.047
19/05/1933 0:00,65,167.047
20/05/1933 0:00,65,122.604
21/05/1933 0:00,65,78.161
22/05/1933 0:00,65,78.161
23/05/1933 0:00,65,80.43
24/05/1933 0:00,65,94.041
25/05/1933 0:00,65,96.309
26/05/1933 0:00,65,96.309
27/05/1933 0:00,65,90.109
28/05/1933 0:00,64,83.908
29/05/1933 0:00,64,83.908
30/05/1933 0:00,64,81.006
31/05/1933 0:00,64,63.596
1/06/1933 0:00,63,60.694
2/06/1933 0:00,63,60.694
3/06/1933 0:00,63,60.127
4/06/1933 0:00,63,59.559
5/06/1933 0:00,63,59.559
6/06/1933 0:00,62,57.234
7/06/1933 0:00,62,43.282
8/06/1933 0:00,62,40.957
9/06/1933 0:00,62,40.957
10/06/1933 0:00,61,42.161
11/06/1933 0:00,61,43.365
12/06/1933 0:00,61,43.365
13/06/1933 0:00,61,42.519
14/06/1933 0:00,60,37.441
15/06/1933 0:00,60,36.595
16/06/1933 0:00,60,36.595
17/06/1933 0:00,60,35.011
18/06/1933 0:00,60,33.426
19/06/1933 0:00,59,33.426
20/06/1933 0:00,59,33.134
21/06/1933 0:00,59,31.385
22/06/1933 0:00,59,31.093
23/06/1933 0:00,59,31.093
24/06/1933 0:00,59,37.89
25/06/1933 0:00,59,44.687
26/06/1933 0:00,59,44.687
27/06/1933 0:00,59,43.161
28/06/1933 0:00,58,34.005
29/06/1933 0:00,58,32.479
30/06/1933 0:00,58,32.479
1/07/1933 0:00,58,36.361
2/07/1933 0:00,58,40.243
3/07/1933 0:00,58,40.243
4/07/1933 0:00,57,39.029
5/07/1933 0:00,57,31.744
6/07/1933 0:00,57,30.53
7/07/1933 0:00,57,30.53
8/07/1933 0:00,57,34.321
9/07/1933 0:00,56,38.111
10/07/1933 0:00,56,38.111
11/07/1933 0:00,56,41.774
12/07/1933 0:00,56,63.753
13/07/1933 0:00,56,67.416
14/07/1933 0:00,55,67.416
15/07/1933 0:00,55,83.935
16/07/1933 0:00,55,100.454
17/07/1933 0:00,55,100.454
18/07/1933 0:00,55,96.895
19/07/1933 0:00,55,75.543
20/07/1933 0:00,55,71.984
21/07/1933 0:00,55,71.984
22/07/1933 0:00,56,61.87
23/07/1933 0:00,56,51.755
24/07/1933 0:00,56,51.755
25/07/1933 0:00,56,50.535
26/07/1933 0:00,56,43.214
27/07/1933 0:00,56,41.994
28/07/1933 0:00,57,41.994
29/07/1933 0:00,57,51.444
30/07/1933 0:00,57,60.894
31/07/1933 0:00,57,60.894
1/08/1933 0:00,58,65.528
2/08/1933 0:00,58,93.329
3/08/1933 0:00,58,97.963
4/08/1933 0:00,59,97.963
5/08/1933 0:00,59,78.595
6/08/1933 0:00,59,59.227
7/08/1933 0:00,59,59.227
8/08/1933 0:00,59,62.764
9/08/1933 0:00,60,83.986
10/08/1933 0:00,60,87.523
11/08/1933 0:00,60,87.523
12/08/1933 0:00,60,75.473
13/08/1933 0:00,60,63.423
14/08/1933 0:00,60,63.423
15/08/1933 0:00,60,61.407
16/08/1933 0:00,60,49.31
17/08/1933 0:00,59,47.294
18/08/1933 0:00,59,47.294
19/08/1933 0:00,59,48.714
20/08/1933 0:00,59,50.133
21/08/1933 0:00,58,50.133
22/08/1933 0:00,58,52.326
23/08/1933 0:00,58,65.481
24/08/1933 0:00,58,67.674
25/08/1933 0:00,58,67.674
26/08/1933 0:00,58,54.805
27/08/1933 0:00,58,41.935
28/08/1933 0:00,58,41.935
29/08/1933 0:00,58,42.7
30/08/1933 0:00,59,47.288
31/08/1933 0:00,59,48.053
1/09/1933 0:00,59,48.053
2/09/1933 0:00,60,46.053
3/09/1933 0:00,61,44.052
4/09/1933 0:00,61,44.052
5/09/1933 0:00,62,43.893
6/09/1933 0:00,63,42.942
7/09/1933 0:00,63,42.783
8/09/1933 0:00,64,42.783
9/09/1933 0:00,65,40.125
10/09/1933 0:00,65,37.467
11/09/1933 0:00,66,37.467
12/09/1933 0:00,66,38.265
13/09/1933 0:00,67,43.052
14/09/1933 0:00,67,43.85
15/09/1933 0:00,68,43.85
16/09/1933 0:00,68,61.734
17/09/1933 0:00,68,79.617
18/09/1933 0:00,69,79.617
19/09/1933 0:00,69,81.083
20/09/1933 0:00,69,89.876
21/09/1933 0:00,69,91.341
22/09/1933 0:00,70,91.341
23/09/1933 0:00,70,76.341
24/09/1933 0:00,70,61.34
25/09/1933 0:00,71,61.34
26/09/1933 0:00,71,59.431
27/09/1933 0:00,71,47.979
28/09/1933 0:00,72,46.07
29/09/1933 0:00,72,46.07
30/09/1933 0:00,73,45.28
1/10/1933 0:00,73,44.49
2/10/1933 0:00,74,44.49
3/10/1933 0:00,75,49.732
4/10/1933 0:00,75,81.184
5/10/1933 0:00,76,86.426
6/10/1933 0:00,76,86.426
7/10/1933 0:00,77,95.458
8/10/1933 0:00,77,104.489
9/10/1933 0:00,78,104.489
10/10/1933 0:00,78,99.776
11/10/1933 0:00,79,71.497
12/10/1933 0:00,79,66.784
13/10/1933 0:00,79,66.784
14/10/1933 0:00,79,63.334
15/10/1933 0:00,79,59.883
16/10/1933 0:00,80,59.883
17/10/1933 0:00,80,60.289
18/10/1933 0:00,80,62.722
19/10/1933 0:00,80,63.127
20/10/1933 0:00,80,63.127
21/10/1933 0:00,80,60.209
22/10/1933 0:00,80,57.291
23/10/1933 0:00,80,57.291
24/10/1933 0:00,80,57.76
25/10/1933 0:00,80,60.571
26/10/1933 0:00,80,61.04
27/10/1933 0:00,81,61.04
28/10/1933 0:00,81,67.504
29/10/1933 0:00,81,73.968
30/10/1933 0:00,81,73.968
31/10/1933 0:00,81,71.805
1/11/1933 0:00,81,58.829
2/11/1933 0:00,81,56.666
3/11/1933 0:00,82,56.666
4/11/1933 0:00,82,64.029
5/11/1933 0:00,82,71.392
6/11/1933 0:00,82,71.392
7/11/1933 0:00,82,69.071
8/11/1933 0:00,82,55.146
9/11/1933 0:00,82,52.825
10/11/1933 0:00,82,52.825
11/11/1933 0:00,83,57.965
12/11/1933 0:00,83,63.104
13/11/1933 0:00,83,63.104
14/11/1933 0:00,83,64.214
15/11/1933 0:00,83,70.877
16/11/1933 0:00,83,71.987
17/11/1933 0:00,83,71.987
18/11/1933 0:00,83,64.442
19/11/1933 0:00,83,56.897
20/11/1933 0:00,83,56.897
21/11/1933 0:00,83,55.779
22/11/1933 0:00,83,49.072
23/11/1933 0:00,83,47.954
24/11/1933 0:00,83,47.954
25/11/1933 0:00,83,50.803
26/11/1933 0:00,83,53.651
27/11/1933 0:00,83,53.651
28/11/1933 0:00,83,53.341
29/11/1933 0:00,83,51.479
30/11/1933 0:00,83,51.169
1/12/1933 0:00,83,51.169
2/12/1933 0:00,83,55.901
3/12/1933 0:00,83,60.632
4/12/1933 0:00,83,60.632
5/12/1933 0:00,83,60.839
6/12/1933 0:00,83,62.083
7/12/1933 0:00,84,62.29
8/12/1933 0:00,84,62.29
9/12/1933 0:00,84,63.01
10/12/1933 0:00,84,63.73
11/12/1933 0:00,85,63.73
12/12/1933 0:00,85,63.68
13/12/1933 0:00,85,63.383
14/12/1933 0:00,86,63.333
15/12/1933 0:00,86,63.333
16/12/1933 0:00,86,79.054
17/12/1933 0:00,86,94.774
18/12/1933 0:00,86,94.774
19/12/1933 0:00,87,94.505
20/12/1933 0:00,87,92.894
21/12/1933 0:00,87,92.625
22/12/1933 0:00,87,92.625
23/12/1933 0:00,87,101.966
24/12/1933 0:00,87,111.306
25/12/1933 0:00,87,111.306
26/12/1933 0:00,87,108.911
27/12/1933 0:00,87,94.54
28/12/1933 0:00,87,92.145
29/12/1933 0:00,87,92.145
30/12/1933 0:00,87,76.56
31/12/1933 0:00,87,60.974
1/01/1934 0:00,87,60.974
2/01/1934 0:00,87,59.867
3/01/1934 0:00,87,53.226
4/01/1934 0:00,86,52.119
5/01/1934 0:00,86,52.119
6/01/1934 0:00,86,48.613
7/01/1934 0:00,86,45.107
8/01/1934 0:00,86,45.107
9/01/1934 0:00,85,48.409
10/01/1934 0:00,85,68.221
11/01/1934 0:00,85,71.523
12/01/1934 0:00,85,71.523
13/01/1934 0:00,84,78.278
14/01/1934 0:00,84,85.033
15/01/1934 0:00,84,85.033
16/01/1934 0:00,84,81.468
17/01/1934 0:00,84,60.075
18/01/1934 0:00,83,56.509
19/01/1934 0:00,83,56.509
20/01/1934 0:00,83,66.207
21/01/1934 0:00,83,75.904
22/01/1934 0:00,83,75.904
23/01/1934 0:00,83,77.868
24/01/1934 0:00,83,89.649
25/01/1934 0:00,82,91.613
26/01/1934 0:00,82,91.613
27/01/1934 0:00,82,87.828
28/01/1934 0:00,82,84.042
29/01/1934 0:00,81,84.042
30/01/1934 0:00,81,81.295
31/01/1934 0:00,80,64.816
1/02/1934 0:00,80,62.069
2/02/1934 0:00,80,62.069
3/02/1934 0:00,79,64.73
4/02/1934 0:00,79,67.391
5/02/1934 0:00,78,67.391
6/02/1934 0:00,77,69.698
7/02/1934 0:00,77,83.539
8/02/1934 0:00,76,85.846
9/02/1934 0:00,76,85.846
10/02/1934 0:00,75,84.507
11/02/1934 0:00,75,83.167
12/02/1934 0:00,75,83.167
13/02/1934 0:00,75,82.728
14/02/1934 0:00,74,80.094
15/02/1934 0:00,74,79.655
16/02/1934 0:00,74,79.655
17/02/1934 0:00,74,70.365
18/02/1934 0:00,74,61.074
19/02/1934 0:00,74,61.074
20/02/1934 0:00,73,58.941
21/02/1934 0:00,73,46.14
22/02/1934 0:00,73,44.006
23/02/1934 0:00,73,44.006
24/02/1934 0:00,73,44.458
25/02/1934 0:00,73,44.91
26/02/1934 0:00,73,44.91
27/02/1934 0:00,73,45.261
28/02/1934 0:00,73,47.369
1/03/1934 0:00,73,47.72
2/03/1934 0:00,73,47.72
3/03/1934 0:00,72,55.255
4/03/1934 0:00,72,62.79
5/03/1934 0:00,72,62.79
6/03/1934 0:00,72,65.072
7/03/1934 0:00,72,78.765
8/03/1934 0:00,72,81.047
9/03/1934 0:00,72,81.047
10/03/1934 0:00,71,73.176
11/03/1934 0:00,71,65.305
12/03/1934 0:00,71,65.305
13/03/1934 0:00,71,62.834
14/03/1934 0:00,70,48.005
15/03/1934 0:00,70,45.534
16/03/1934 0:00,70,45.534
17/03/1934 0:00,69,42.136
18/03/1934 0:00,69,38.737
19/03/1934 0:00,69,38.737
20/03/1934 0:00,68,38.697
21/03/1934 0:00,68,38.457
22/03/1934 0:00,68,38.417
23/03/1934 0:00,68,38.417
24/03/1934 0:00,68,66.794
25/03/1934 0:00,68,95.17
26/03/1934 0:00,68,95.17
27/03/1934 0:00,68,92.766
28/03/1934 0:00,68,78.341
29/03/1934 0:00,68,75.937
30/03/1934 0:00,68,75.937
31/03/1934 0:00,68,60.985
1/04/1934 0:00,68,46.033
2/04/1934 0:00,68,46.033
3/04/1934 0:00,68,44.362
4/04/1934 0:00,68,34.338
5/04/1934 0:00,68,32.667
6/04/1934 0:00,68,32.667
7/04/1934 0:00,67,59.159
8/04/1934 0:00,67,85.65
9/04/1934 0:00,67,85.65
10/04/1934 0:00,67,86.827
11/04/1934 0:00,67,93.887
12/04/1934 0:00,66,95.064
13/04/1934 0:00,66,95.064
14/04/1934 0:00,66,84.728
15/04/1934 0:00,66,74.392
16/04/1934 0:00,66,74.392
17/04/1934 0:00,66,80.945
18/04/1934 0:00,66,120.263
19/04/1934 0:00,66,126.816
20/04/1934 0:00,66,126.816
21/04/1934 0:00,66,126.045
22/04/1934 0:00,66,125.274
23/04/1934 0:00,66,125.274
24/04/1934 0:00,66,128.385
25/04/1934 0:00,66,147.048
26/04/1934 0:00,66,150.159
27/04/1934 0:00,66,150.159
28/04/1934 0:00,66,110.007
29/04/1934 0:00,66,69.855
30/04/1934 0:00,65,69.855
1/05/1934 0:00,65,72.944
2/05/1934 0:00,65,91.479
3/05/1934 0:00,65,94.568
4/05/1934 0:00,65,94.568
5/05/1934 0:00,65,92.664
6/05/1934 0:00,65,90.759
7/05/1934 0:00,64,90.759
8/05/1934 0:00,64,86.84
9/05/1934 0:00,64,63.323
10/05/1934 0:00,64,59.403
11/05/1934 0:00,64,59.403
12/05/1934 0:00,64,60.29
13/05/1934 0:00,64,61.177
14/05/1934 0:00,65,61.177
15/05/1934 0:00,65,69.986
16/05/1934 0:00,65,122.838
17/05/1934 0:00,65,131.647
18/05/1934 0:00,65,131.647
19/05/1934 0:00,65,106.87
20/05/1934 0:00,65,82.093
21/05/1934 0:00,65,82.093
22/05/1934 0:00,65,81.649
23/05/1934 0:00,65,78.987
24/05/1934 0:00,65,78.543
25/05/1934 0:00,65,78.543
26/05/1934 0:00,65,68.04
27/05/1934 0:00,65,57.536
28/05/1934 0:00,64,57.536
29/05/1934 0:00,64,57.971
30/05/1934 0:00,64,60.582
31/05/1934 0:00,64,61.017
1/06/1934 0:00,63,61.017
2/06/1934 0:00,63,69.552
3/06/1934 0:00,63,78.087
4/06/1934 0:00,63,78.087
5/06/1934 0:00,63,74.83
6/06/1934 0:00,62,55.286
7/06/1934 0:00,62,52.029
8/06/1934 0:00,62,52.029
9/06/1934 0:00,62,47.522
10/06/1934 0:00,61,43.015
11/06/1934 0:00,61,43.015
12/06/1934 0:00,61,41.904
13/06/1934 0:00,61,35.236
14/06/1934 0:00,60,34.125
15/06/1934 0:00,60,34.125
16/06/1934 0:00,60,40.532
17/06/1934 0:00,60,46.939
18/06/1934 0:00,60,46.939
19/06/1934 0:00,59,49.094
20/06/1934 0:00,59,62.024
21/06/1934 0:00,59,64.179
22/06/1934 0:00,59,64.179
23/06/1934 0:00,59,51.275
24/06/1934 0:00,59,38.37
25/06/1934 0:00,59,38.37
26/06/1934 0:00,59,42.29
27/06/1934 0:00,59,65.807
28/06/1934 0:00,58,69.726
29/06/1934 0:00,58,69.726
30/06/1934 0:00,58,61.893
1/07/1934 0:00,58,54.06
2/07/1934 0:00,58,54.06
3/07/1934 0:00,58,52.646
4/07/1934 0:00,57,44.164
5/07/1934 0:00,57,42.75
6/07/1934 0:00,57,42.75
7/07/1934 0:00,57,51.743
8/07/1934 0:00,57,60.736
9/07/1934 0:00,56,60.736
10/07/1934 0:00,56,62.744
11/07/1934 0:00,56,74.789
12/07/1934 0:00,56,76.797
13/07/1934 0:00,56,76.797
14/07/1934 0:00,55,76.248
15/07/1934 0:00,55,75.699
16/07/1934 0:00,55,75.699
17/07/1934 0:00,55,73.721
18/07/1934 0:00,55,61.855
19/07/1934 0:00,55,59.877
20/07/1934 0:00,55,59.877
21/07/1934 0:00,55,53.935
22/07/1934 0:00,56,47.993
23/07/1934 0:00,56,47.993
24/07/1934 0:00,56,47.272
25/07/1934 0:00,56,42.948
26/07/1934 0:00,56,42.227
27/07/1934 0:00,56,42.227
28/07/1934 0:00,57,38.307
29/07/1934 0:00,57,34.387
30/07/1934 0:00,57,34.387
31/07/1934 0:00,57,35.079
1/08/1934 0:00,58,39.232
2/08/1934 0:00,58,39.924
3/08/1934 0:00,58,39.924
4/08/1934 0:00,59,49.183
5/08/1934 0:00,59,58.441
6/08/1934 0:00,59,58.441
7/08/1934 0:00,59,57.605
8/08/1934 0:00,59,52.592
9/08/1934 0:00,60,51.756
10/08/1934 0:00,60,51.756
11/08/1934 0:00,60,50.882
12/08/1934 0:00,60,50.007
13/08/1934 0:00,60,50.007
14/08/1934 0:00,60,58.091
15/08/1934 0:00,60,106.597
16/08/1934 0:00,60,114.681
17/08/1934 0:00,59,114.681
18/08/1934 0:00,59,95.166
19/08/1934 0:00,59,75.651
20/08/1934 0:00,59,75.651
21/08/1934 0:00,58,73.743
22/08/1934 0:00,58,62.295
23/08/1934 0:00,58,60.387
24/08/1934 0:00,58,60.387
25/08/1934 0:00,58,48.076
26/08/1934 0:00,58,35.765
27/08/1934 0:00,58,35.765
28/08/1934 0:00,58,37.353
29/08/1934 0:00,58,46.881
30/08/1934 0:00,59,48.469
31/08/1934 0:00,59,48.469
1/09/1934 0:00,59,50.15
2/09/1934 0:00,60,51.83
3/09/1934 0:00,61,51.83
4/09/1934 0:00,61,51.643
5/09/1934 0:00,62,50.521
6/09/1934 0:00,63,50.334
7/09/1934 0:00,63,50.334
8/09/1934 0:00,64,48.546
9/09/1934 0:00,65,46.758
10/09/1934 0:00,65,46.758
11/09/1934 0:00,66,46.073
12/09/1934 0:00,66,41.966
13/09/1934 0:00,67,41.281
14/09/1934 0:00,67,41.281
15/09/1934 0:00,68,41.694
16/09/1934 0:00,68,42.107
17/09/1934 0:00,68,42.107
18/09/1934 0:00,69,45.392
19/09/1934 0:00,69,65.105
20/09/1934 0:00,69,68.39
21/09/1934 0:00,69,68.39
22/09/1934 0:00,70,72.69
23/09/1934 0:00,70,76.989
24/09/1934 0:00,70,76.989
25/09/1934 0:00,71,77.098
26/09/1934 0:00,71,77.749
27/09/1934 0:00,71,77.858
28/09/1934 0:00,72,77.858
29/09/1934 0:00,72,111.278
30/09/1934 0:00,73,144.698
1/10/1934 0:00,73,144.698
2/10/1934 0:00,74,143.961
3/10/1934 0:00,75,139.536
4/10/1934 0:00,75,138.799
5/10/1934 0:00,76,138.799
6/10/1934 0:00,76,124.476
7/10/1934 0:00,77,110.153
8/10/1934 0:00,77,110.153
9/10/1934 0:00,78,109.138
10/10/1934 0:00,78,103.05
11/10/1934 0:00,79,102.035
12/10/1934 0:00,79,102.035
13/10/1934 0:00,79,106.547
14/10/1934 0:00,79,111.059
15/10/1934 0:00,79,111.059
16/10/1934 0:00,80,109.245
17/10/1934 0:00,80,98.359
18/10/1934 0:00,80,96.545
19/10/1934 0:00,80,96.545
20/10/1934 0:00,80,92.501
21/10/1934 0:00,80,88.456
22/10/1934 0:00,80,88.456
23/10/1934 0:00,80,85.775
24/10/1934 0:00,80,69.686
25/10/1934 0:00,80,67.005
26/10/1934 0:00,80,67.005
27/10/1934 0:00,81,62.356
28/10/1934 0:00,81,57.706
29/10/1934 0:00,81,57.706
30/10/1934 0:00,81,57.939
31/10/1934 0:00,81,59.337
1/11/1934 0:00,81,59.57
2/11/1934 0:00,81,59.57
3/11/1934 0:00,82,58.51
4/11/1934 0:00,82,57.45
5/11/1934 0:00,82,57.45
6/11/1934 0:00,82,57.107
7/11/1934 0:00,82,55.046
8/11/1934 0:00,82,54.702
9/11/1934 0:00,82,54.702
10/11/1934 0:00,82,55.007
11/11/1934 0:00,83,55.312
12/11/1934 0:00,83,55.312
13/11/1934 0:00,83,55.54
14/11/1934 0:00,83,56.905
15/11/1934 0:00,83,57.132
16/11/1934 0:00,83,57.132
17/11/1934 0:00,83,73.87
18/11/1934 0:00,83,90.607
19/11/1934 0:00,83,90.607
20/11/1934 0:00,83,88.64
21/11/1934 0:00,83,76.837
22/11/1934 0:00,83,74.87
23/11/1934 0:00,83,74.87
24/11/1934 0:00,83,69.53
25/11/1934 0:00,83,64.19
26/11/1934 0:00,83,64.19
27/11/1934 0:00,83,64.007
28/11/1934 0:00,83,62.906
29/11/1934 0:00,83,62.722
30/11/1934 0:00,83,62.722
1/12/1934 0:00,83,63.768
2/12/1934 0:00,83,64.814
3/12/1934 0:00,83,64.814
4/12/1934 0:00,83,63.614
5/12/1934 0:00,83,56.411
6/12/1934 0:00,83,55.211
7/12/1934 0:00,84,55.211
8/12/1934 0:00,84,57.921
9/12/1934 0:00,84,60.631
10/12/1934 0:00,84,60.631
11/12/1934 0:00,85,60.132
12/12/1934 0:00,85,57.139
13/12/1934 0:00,85,56.64
14/12/1934 0:00,86,56.64
15/12/1934 0:00,86,53.637
16/12/1934 0:00,86,50.633
17/12/1934 0:00,86,50.633
18/12/1934 0:00,86,53.974
19/12/1934 0:00,87,74.017
20/12/1934 0:00,87,77.358
21/12/1934 0:00,87,77.358
22/12/1934 0:00,87,73.406
23/12/1934 0:00,87,69.453
24/12/1934 0:00,87,69.453
25/12/1934 0:00,87,70.347
26/12/1934 0:00,87,75.711
27/12/1934 0:00,87,76.605
28/12/1934 0:00,87,76.605
29/12/1934 0:00,87,78.061
30/12/1934 0:00,87,79.516
31/12/1934 0:00,87,79.516
1/01/1935 0:00,87,80.574
2/01/1935 0:00,87,86.921
3/01/1935 0:00,87,87.979
4/01/1935 0:00,86,87.979
5/01/1935 0:00,86,89.519
6/01/1935 0:00,86,91.059
7/01/1935 0:00,86,91.059
8/01/1935 0:00,86,95.828
9/01/1935 0:00,85,124.439
10/01/1935 0:00,85,129.207
11/01/1935 0:00,85,129.207
12/01/1935 0:00,85,104.751
13/01/1935 0:00,84,80.294
14/01/1935 0:00,84,80.294
15/01/1935 0:00,84,85.877
16/01/1935 0:00,84,119.378
17/01/1935 0:00,84,124.961
18/01/1935 0:00,83,124.961
19/01/1935 0:00,83,128.536
20/01/1935 0:00,83,132.11
21/01/1935 0:00,83,132.11
22/01/1935 0:00,83,131.032
23/01/1935 0:00,83,124.563
24/01/1935 0:00,83,123.485
25/01/1935 0:00,82,123.485
26/01/1935 0:00,82,130.902
27/01/1935 0:00,82,138.318
28/01/1935 0:00,82,138.318
29/01/1935 0:00,81,132.724
30/01/1935 0:00,81,99.163
31/01/1935 0:00,80,93.569
1/02/1935 0:00,80,93.569
2/02/1935 0:00,80,83.585
3/02/1935 0:00,79,73.6
4/02/1935 0:00,79,73.6
5/02/1935 0:00,78,76.043
6/02/1935 0:00,77,90.7
7/02/1935 0:00,77,93.143
8/02/1935 0:00,76,93.143
9/02/1935 0:00,76,81.997
10/02/1935 0:00,75,70.851
11/02/1935 0:00,75,70.851
12/02/1935 0:00,75,69.779
13/02/1935 0:00,75,63.345
14/02/1935 0:00,74,62.273
15/02/1935 0:00,74,62.273
16/02/1935 0:00,74,60.45
17/02/1935 0:00,74,58.626
18/02/1935 0:00,74,58.626
19/02/1935 0:00,74,63.398
20/02/1935 0:00,73,92.027
21/02/1935 0:00,73,96.799
22/02/1935 0:00,73,96.799
23/02/1935 0:00,73,94.99
24/02/1935 0:00,73,93.181
25/02/1935 0:00,73,93.181
26/02/1935 0:00,73,88.873
27/02/1935 0:00,73,63.025
28/02/1935 0:00,73,58.717
1/03/1935 0:00,73,58.717
2/03/1935 0:00,73,55.364
3/03/1935 0:00,72,52.011
4/03/1935 0:00,72,52.011
5/03/1935 0:00,72,50.907
6/03/1935 0:00,72,44.285
7/03/1935 0:00,72,43.181
8/03/1935 0:00,72,43.181
9/03/1935 0:00,72,42.73
10/03/1935 0:00,71,42.279
11/03/1935 0:00,71,42.279
12/03/1935 0:00,71,42.64
13/03/1935 0:00,71,44.808
14/03/1935 0:00,70,45.169
15/03/1935 0:00,70,45.169
16/03/1935 0:00,70,59.84
17/03/1935 0:00,69,74.51
18/03/1935 0:00,69,74.51
19/03/1935 0:00,69,79.031
20/03/1935 0:00,68,106.157
21/03/1935 0:00,68,110.678
22/03/1935 0:00,68,110.678
23/03/1935 0:00,68,112.154
24/03/1935 0:00,68,113.629
25/03/1935 0:00,68,113.629
26/03/1935 0:00,68,121.81
27/03/1935 0:00,68,170.898
28/03/1935 0:00,68,179.079
29/03/1935 0:00,68,179.079
30/03/1935 0:00,68,130.205
31/03/1935 0:00,68,81.331
1/04/1935 0:00,68,81.331
2/04/1935 0:00,68,80.078
3/04/1935 0:00,68,72.561
4/04/1935 0:00,68,71.308
5/04/1935 0:00,68,71.308
6/04/1935 0:00,68,70.292
7/04/1935 0:00,67,69.275
8/04/1935 0:00,67,69.275
9/04/1935 0:00,67,70.057
10/04/1935 0:00,67,74.746
11/04/1935 0:00,67,75.527
12/04/1935 0:00,66,75.527
13/04/1935 0:00,66,82.061
14/04/1935 0:00,66,88.595
15/04/1935 0:00,66,88.595
16/04/1935 0:00,66,84.967
17/04/1935 0:00,66,63.196
18/04/1935 0:00,66,59.568
19/04/1935 0:00,66,59.568
20/04/1935 0:00,66,56.799
21/04/1935 0:00,66,54.03
22/04/1935 0:00,66,54.03
23/04/1935 0:00,66,54.382
24/04/1935 0:00,66,56.491
25/04/1935 0:00,66,56.843
26/04/1935 0:00,66,56.843
27/04/1935 0:00,66,53.734
28/04/1935 0:00,66,50.624
29/04/1935 0:00,66,50.624
30/04/1935 0:00,65,52.312
1/05/1935 0:00,65,62.443
2/05/1935 0:00,65,64.131
3/05/1935 0:00,65,64.131
4/05/1935 0:00,65,58.338
5/05/1935 0:00,65,52.544
6/05/1935 0:00,65,52.544
7/05/1935 0:00,64,51.517
8/05/1935 0:00,64,45.352
9/05/1935 0:00,64,44.325
10/05/1935 0:00,64,44.325
11/05/1935 0:00,64,44.915
12/05/1935 0:00,64,45.504
13/05/1935 0:00,64,45.504
14/05/1935 0:00,65,47.615
15/05/1935 0:00,65,60.279
16/05/1935 0:00,65,62.39
17/05/1935 0:00,65,62.39
18/05/1935 0:00,65,77.004
19/05/1935 0:00,65,91.617
20/05/1935 0:00,65,91.617
21/05/1935 0:00,65,90.061
22/05/1935 0:00,65,80.724
23/05/1935 0:00,65,79.168
24/05/1935 0:00,65,79.168
25/05/1935 0:00,65,70.587
26/05/1935 0:00,65,62.005
27/05/1935 0:00,65,62.005
28/05/1935 0:00,64,63.152
29/05/1935 0:00,64,70.031
30/05/1935 0:00,64,71.177
31/05/1935 0:00,64,71.177
1/06/1935 0:00,63,77.644
2/06/1935 0:00,63,84.111
3/06/1935 0:00,63,84.111
4/06/1935 0:00,63,83.681
5/06/1935 0:00,63,81.103
6/06/1935 0:00,62,80.673
7/06/1935 0:00,62,80.673
8/06/1935 0:00,62,79.453
9/06/1935 0:00,62,78.232
10/06/1935 0:00,61,78.232
11/06/1935 0:00,61,77.51
12/06/1935 0:00,61,73.175
13/06/1935 0:00,61,72.453
14/06/1935 0:00,60,72.453
15/06/1935 0:00,60,63.988
16/06/1935 0:00,60,55.523
17/06/1935 0:00,60,55.523
18/06/1935 0:00,60,56.119
19/06/1935 0:00,59,59.692
20/06/1935 0:00,59,60.288
21/06/1935 0:00,59,60.288
22/06/1935 0:00,59,61.909
23/06/1935 0:00,59,63.529
24/06/1935 0:00,59,63.529
25/06/1935 0:00,59,63.324
26/06/1935 0:00,59,62.091
27/06/1935 0:00,59,61.885
28/06/1935 0:00,58,61.885
29/06/1935 0:00,58,58.139
30/06/1935 0:00,58,54.393
1/07/1935 0:00,58,54.393
2/07/1935 0:00,58,52.874
3/07/1935 0:00,58,43.76
4/07/1935 0:00,57,42.241
5/07/1935 0:00,57,42.241
6/07/1935 0:00,57,43.692
7/07/1935 0:00,57,45.142
8/07/1935 0:00,57,45.142
9/07/1935 0:00,56,44.351
10/07/1935 0:00,56,39.607
11/07/1935 0:00,56,38.816
12/07/1935 0:00,56,38.816
13/07/1935 0:00,56,42.083
14/07/1935 0:00,55,45.349
15/07/1935 0:00,55,45.349
16/07/1935 0:00,55,47.493
17/07/1935 0:00,55,60.354
18/07/1935 0:00,55,62.498
19/07/1935 0:00,55,62.498
