Trading Date,Mean Stored,Daily Stored
21Aug66,2234,2166.046
22Aug66,2227,2158.008
23Aug66,2221,2149.97
24Aug66,2215,2141.004
25Aug66,2210,2132.037
26Aug66,2205,2123.071
27Aug66,2200,2113.637
28Aug66,2197,2103.735
29Aug66,2194,2093.834
30Aug66,2191,2083.933
31Aug66,2189,2067.066
01Sep66,2188,2050.2
02Sep66,2186,2033.333
03Sep66,2185,2017.574
04Sep66,2185,2002.921
05Sep66,2184,1988.269
06Sep66,2184,1973.616
07Sep66,2185,1960.045
08Sep66,2186,1946.474
09Sep66,2187,1932.903
10Sep66,2188,1924.862
11Sep66,2190,1922.349
12Sep66,2193,1919.835
13Sep66,2195,1917.322
14Sep66,2198,1905.302
15Sep66,2202,1893.283
16Sep66,2206,1881.263
17Sep66,2210,1881.755
18Sep66,2215,1894.76
19Sep66,2221,1907.764
20Sep66,2227,1920.768
21Sep66,2233,1934.881
22Sep66,2240,1948.994
23Sep66,2248,1963.108
24Sep66,2256,1978.066
25Sep66,2264,1993.871
26Sep66,2272,2009.675
27Sep66,2281,2025.48
28Sep66,2289,2015.184
29Sep66,2298,2004.887
30Sep66,2307,1994.591
01Oct66,2317,1984.098
02Oct66,2326,1973.409
03Oct66,2335,1962.72
04Oct66,2344,1952.031
05Oct66,2353,1949.914
06Oct66,2362,1947.798
07Oct66,2370,1945.681
08Oct66,2379,1944.75
09Oct66,2387,1945.004
10Oct66,2396,1945.257
11Oct66,2404,1945.511
12Oct66,2413,1930.756
13Oct66,2421,1916.002
14Oct66,2429,1901.247
15Oct66,2437,1889.59
16Oct66,2444,1881.029
17Oct66,2452,1872.469
18Oct66,2459,1863.908
19Oct66,2466,1859.78
20Oct66,2473,1855.652
21Oct66,2479,1851.524
22Oct66,2486,1854.566
23Oct66,2493,1864.778
24Oct66,2499,1874.991
25Oct66,2506,1885.203
26Oct66,2512,1886.407
27Oct66,2519,1887.612
28Oct66,2526,1888.816
29Oct66,2533,1889.463
30Oct66,2540,1889.553
31Oct66,2548,1889.642
01Nov66,2556,1889.732
02Nov66,2564,1895.1
03Nov66,2573,1900.468
04Nov66,2582,1905.836
05Nov66,2591,1915.598
06Nov66,2600,1929.755
07Nov66,2610,1943.911
08Nov66,2620,1958.068
09Nov66,2630,1950.468
10Nov66,2640,1942.867
11Nov66,2650,1935.267
12Nov66,2660,1931.159
13Nov66,2670,1930.543
14Nov66,2679,1929.928
15Nov66,2689,1929.312
16Nov66,2698,1963.633
17Nov66,2707,1997.955
18Nov66,2716,2032.276
19Nov66,2725,2056.481
20Nov66,2735,2070.57
21Nov66,2744,2084.659
22Nov66,2753,2098.747
23Nov66,2763,2086.23
24Nov66,2773,2073.712
25Nov66,2783,2061.195
26Nov66,2794,2060.215
27Nov66,2804,2070.772
28Nov66,2816,2081.33
29Nov66,2827,2091.887
30Nov66,2838,2168.951
01Dec66,2850,2246.016
02Dec66,2863,2323.08
03Dec66,2875,2378.817
04Dec66,2888,2413.227
05Dec66,2901,2447.637
06Dec66,2915,2482.047
07Dec66,2928,2460.14
08Dec66,2942,2438.233
09Dec66,2956,2416.326
10Dec66,2971,2407.88
11Dec66,2986,2412.897
12Dec66,3001,2417.913
13Dec66,3017,2422.929
14Dec66,3034,2407.448
15Dec66,3051,2391.967
16Dec66,3069,2376.486
17Dec66,3087,2399.461
18Dec66,3105,2460.89
19Dec66,3124,2522.32
20Dec66,3143,2583.749
21Dec66,3163,2598.904
22Dec66,3183,2614.058
23Dec66,3202,2629.213
24Dec66,3222,2642.782
25Dec66,3241,2654.766
26Dec66,3260,2666.751
27Dec66,3278,2678.735
28Dec66,3295,2661.483
29Dec66,3312,2644.231
30Dec66,3327,2626.979
31Dec66,3341,2612.989
01Jan67,3355,2602.26
02Jan67,3367,2591.531
03Jan67,3379,2580.802
04Jan67,3388,2573.067
05Jan67,3397,2565.332
06Jan67,3404,2557.598
07Jan67,3410,2550.233
08Jan67,3415,2543.238
09Jan67,3418,2536.243
10Jan67,3421,2529.248
11Jan67,3423,2503.562
12Jan67,3424,2477.875
13Jan67,3425,2452.189
14Jan67,3425,2438.205
15Jan67,3424,2435.922
16Jan67,3423,2433.638
17Jan67,3422,2431.355
18Jan67,3420,2430.489
19Jan67,3417,2429.623
20Jan67,3414,2428.757
21Jan67,3411,2475.846
22Jan67,3408,2570.888
23Jan67,3405,2665.932
24Jan67,3401,2760.974
25Jan67,3397,2879.242
26Jan67,3393,2997.512
27Jan67,3389,3115.78
28Jan67,3384,3190.634
29Jan67,3380,3222.073
30Jan67,3375,3253.511
31Jan67,3369,3284.95
01Feb67,3363,3314.381
02Feb67,3358,3343.81
03Feb67,3351,3373.241
04Feb67,3345,3387.548
05Feb67,3339,3386.73
06Feb67,3332,3385.913
07Feb67,3325,3385.096
08Feb67,3318,3357.931
09Feb67,3310,3330.765
10Feb67,3303,3303.6
11Feb67,3296,3287.986
12Feb67,3289,3283.925
13Feb67,3282,3279.864
14Feb67,3275,3275.803
15Feb67,3269,3354.502
16Feb67,3262,3433.201
17Feb67,3256,3511.9
18Feb67,3250,3557.164
19Feb67,3244,3568.994
20Feb67,3238,3580.823
21Feb67,3232,3592.653
22Feb67,3227,3542.953
23Feb67,3222,3493.253
24Feb67,3217,3443.553
25Feb67,3211,3410.129
26Feb67,3206,3392.981
27Feb67,3201,3375.832
28Feb67,3196,3358.684
01Mar67,3191,3334.302
02Mar67,3185,3309.92
03Mar67,3180,3285.538
04Mar67,3174,3290.001
05Mar67,3169,3323.309
06Mar67,3163,3356.617
07Mar67,3157,3389.925
08Mar67,3151,3485.656
09Mar67,3146,3581.388
10Mar67,3140,3677.119
11Mar67,3134,3817.858
12Mar67,3129,4003.603
13Mar67,3124,4189.348
14Mar67,3119,4375.094
15Mar67,3114,4295.551
16Mar67,3109,4216.008
17Mar67,3105,4136.464
18Mar67,3100,4078.527
19Mar67,3097,4042.194
20Mar67,3093,4005.861
21Mar67,3089,3969.528
22Mar67,3086,3930.637
23Mar67,3083,3891.746
24Mar67,3080,3852.855
25Mar67,3078,3840.903
26Mar67,3075,3855.89
27Mar67,3073,3870.877
28Mar67,3070,3885.863
29Mar67,3068,3848.717
30Mar67,3066,3811.57
31Mar67,3063,3774.424
01Apr67,3059,3741.994
02Apr67,3055,3714.28
03Apr67,3051,3686.566
04Apr67,3046,3658.852
05Apr67,3040,3637.242
06Apr67,3033,3615.632
07Apr67,3027,3594.021
08Apr67,3020,3637.479
09Apr67,3012,3746.004
10Apr67,3004,3854.528
11Apr67,2995,3963.053
12Apr67,2986,3930.33
13Apr67,2976,3897.609
14Apr67,2966,3864.886
15Apr67,2961,3833.805
16Apr67,2956,3804.365
17Apr67,2951,3774.925
18Apr67,2945,3745.485
19Apr67,2940,3712.504
20Apr67,2935,3679.523
21Apr67,2930,3646.542
22Apr67,2924,3669.188
23Apr67,2919,3747.46
24Apr67,2913,3825.732
25Apr67,2907,3904.003
26Apr67,2902,4068.237
27Apr67,2896,4232.47
28Apr67,2891,4396.703
29Apr67,2886,4440.465
30Apr67,2881,4363.756
01May67,2876,4287.048
02May67,2872,4210.339
03May67,2868,4109.254
04May67,2864,4008.169
05May67,2861,3907.084
06May67,2858,3857.718
07May67,2856,3860.072
08May67,2854,3862.426
09May67,2853,3864.78
10May67,2852,3839.026
11May67,2851,3813.271
12May67,2850,3787.517
13May67,2850,3758.378
14May67,2849,3725.854
15May67,2848,3693.331
16May67,2848,3660.807
17May67,2847,3612.602
18May67,2846,3564.397
19May67,2845,3516.192
20May67,2844,3478.802
21May67,2843,3452.226
22May67,2841,3425.651
23May67,2839,3399.075
24May67,2837,3387.044
25May67,2835,3375.013
26May67,2833,3362.982
27May67,2830,3350.162
28May67,2828,3336.554
29May67,2825,3322.946
30May67,2822,3309.337
31May67,2819,3273.835
01Jun67,2816,3238.332
02Jun67,2813,3202.83
03Jun67,2811,3172.712
04Jun67,2808,3147.976
05Jun67,2806,3123.242
06Jun67,2803,3098.506
07Jun67,2801,3067.596
08Jun67,2799,3036.686
09Jun67,2796,3005.776
10Jun67,2794,2976.351
11Jun67,2792,2948.411
12Jun67,2789,2920.471
13Jun67,2787,2892.531
14Jun67,2784,2859.793
15Jun67,2782,2827.055
16Jun67,2779,2794.316
17Jun67,2776,2767.272
18Jun67,2773,2745.924
19Jun67,2769,2724.574
20Jun67,2764,2703.225
21Jun67,2760,2688.605
22Jun67,2754,2673.985
23Jun67,2748,2659.364
24Jun67,2742,2645.751
25Jun67,2735,2633.145
26Jun67,2727,2620.539
27Jun67,2719,2607.933
28Jun67,2711,2594.922
29Jun67,2702,2581.911
30Jun67,2692,2568.901
01Jul67,2683,2587.142
02Jul67,2672,2636.635
03Jul67,2662,2686.128
04Jul67,2651,2735.621
05Jul67,2640,2746.678
06Jul67,2629,2757.735
07Jul67,2618,2768.792
08Jul67,2607,2771.08
09Jul67,2596,2764.599
10Jul67,2585,2758.118
11Jul67,2574,2751.637
12Jul67,2563,2733.417
13Jul67,2553,2715.198
14Jul67,2542,2696.978
15Jul67,2532,2683.099
16Jul67,2521,2673.558
17Jul67,2511,2664.018
18Jul67,2501,2654.477
19Jul67,2490,2648.681
20Jul67,2480,2642.886
21Jul67,2470,2637.09
22Jul67,2460,2627.455
23Jul67,2450,2613.981
24Jul67,2441,2600.507
25Jul67,2431,2587.033
26Jul67,2422,2584.537
27Jul67,2413,2582.042
28Jul67,2405,2579.546
29Jul67,2396,2585.959
30Jul67,2388,2601.282
31Jul67,2380,2616.605
01Aug67,2372,2631.927
02Aug67,2365,2662.539
03Aug67,2358,2693.15
04Aug67,2351,2723.762
05Aug67,2345,2742.784
06Aug67,2338,2750.219
07Aug67,2332,2757.654
08Aug67,2326,2765.088
09Aug67,2320,2777.351
10Aug67,2313,2789.614
11Aug67,2306,2801.877
12Aug67,2299,2866.244
13Aug67,2292,2982.714
14Aug67,2285,3099.184
15Aug67,2277,3215.655
16Aug67,2270,3222.262
17Aug67,2263,3228.87
18Aug67,2255,3235.478
19Aug67,2248,3230.766
20Aug67,2241,3214.734
21Aug67,2234,3198.703
22Aug67,2227,3182.672
23Aug67,2221,3157.211
24Aug67,2215,3131.749
25Aug67,2210,3106.287
26Aug67,2205,3087.253
27Aug67,2200,3074.646
28Aug67,2197,3062.039
29Aug67,2194,3049.431
30Aug67,2191,3044.704
31Aug67,2189,3039.977
01Sep67,2188,3035.249
02Sep67,2186,3027.679
03Sep67,2185,3017.265
04Sep67,2185,3006.851
05Sep67,2184,2996.437
06Sep67,2184,2971.772
07Sep67,2185,2947.107
08Sep67,2186,2922.441
09Sep67,2187,2901.02
10Sep67,2188,2882.845
11Sep67,2190,2864.669
12Sep67,2193,2846.493
13Sep67,2195,2829.618
14Sep67,2198,2812.743
15Sep67,2202,2795.868
16Sep67,2206,2791.853
17Sep67,2210,2800.698
18Sep67,2215,2809.543
19Sep67,2221,2818.388
20Sep67,2227,2809.312
21Sep67,2233,2800.236
22Sep67,2240,2791.16
23Sep67,2248,2782.164
24Sep67,2256,2773.247
25Sep67,2264,2764.331
26Sep67,2272,2755.414
27Sep67,2281,2740.06
28Sep67,2289,2724.705
29Sep67,2298,2709.351
30Sep67,2307,2707.601
01Oct67,2317,2719.455
02Oct67,2326,2731.309
03Oct67,2335,2743.163
04Oct67,2344,2755.09
05Oct67,2353,2767.017
06Oct67,2362,2778.944
07Oct67,2370,2785.134
08Oct67,2379,2785.588
09Oct67,2387,2786.04
10Oct67,2396,2786.494
11Oct67,2404,2771.668
12Oct67,2413,2756.842
13Oct67,2421,2742.015
14Oct67,2429,2730.241
15Oct67,2437,2721.518
16Oct67,2444,2712.795
17Oct67,2452,2704.072
18Oct67,2459,2709.275
19Oct67,2466,2714.479
20Oct67,2473,2719.682
21Oct67,2479,2726.716
22Oct67,2486,2735.582
23Oct67,2493,2744.448
24Oct67,2499,2753.314
25Oct67,2506,2733.741
26Oct67,2512,2714.168
27Oct67,2519,2694.595
28Oct67,2526,2684.912
29Oct67,2533,2685.119
30Oct67,2540,2685.325
31Oct67,2548,2685.531
01Nov67,2556,2699.105
02Nov67,2564,2712.678
03Nov67,2573,2726.252
04Nov67,2582,2744.038
05Nov67,2591,2766.037
06Nov67,2600,2788.036
07Nov67,2610,2810.035
08Nov67,2620,2834.289
09Nov67,2630,2858.542
10Nov67,2640,2882.796
11Nov67,2650,2898.678
12Nov67,2660,2906.191
13Nov67,2670,2913.704
14Nov67,2679,2921.217
15Nov67,2689,2929.725
16Nov67,2698,2938.234
17Nov67,2707,2946.742
18Nov67,2716,2952.639
19Nov67,2725,2955.924
20Nov67,2735,2959.21
21Nov67,2744,2962.495
22Nov67,2753,2988.862
23Nov67,2763,3015.229
24Nov67,2773,3041.596
25Nov67,2783,3093.757
26Nov67,2794,3171.712
27Nov67,2804,3249.668
28Nov67,2816,3327.623
29Nov67,2827,3364.148
30Nov67,2838,3400.673
01Dec67,2850,3437.198
02Dec67,2863,3464.12
03Dec67,2875,3481.441
04Dec67,2888,3498.762
05Dec67,2901,3516.083
06Dec67,2915,3507.159
07Dec67,2928,3498.235
08Dec67,2942,3489.31
09Dec67,2956,3481.459
10Dec67,2971,3474.682
11Dec67,2986,3467.904
12Dec67,3001,3461.126
13Dec67,3017,3632.364
14Dec67,3034,3803.602
15Dec67,3051,3974.84
16Dec67,3069,4053.653
17Dec67,3087,4040.042
18Dec67,3105,4026.43
19Dec67,3124,4012.818
20Dec67,3143,3940.501
21Dec67,3163,3868.185
22Dec67,3183,3795.868
23Dec67,3202,3760.231
24Dec67,3222,3761.273
25Dec67,3241,3762.316
26Dec67,3260,3763.359
27Dec67,3278,3747.984
28Dec67,3295,3732.609
29Dec67,3312,3717.234
30Dec67,3327,3715.262
31Dec67,3341,3726.689
01Jan68,3355,3738.118
02Jan68,3367,3749.545
03Jan68,3379,3765.407
04Jan68,3388,3781.27
05Jan68,3397,3797.132
06Jan68,3404,3799.567
07Jan68,3410,3788.573
08Jan68,3415,3777.58
09Jan68,3418,3766.586
10Jan68,3421,3738.704
11Jan68,3423,3710.821
12Jan68,3424,3682.939
13Jan68,3425,3673.476
14Jan68,3425,3682.43
15Jan68,3424,3691.385
16Jan68,3423,3700.339
17Jan68,3422,3692.421
18Jan68,3420,3684.504
19Jan68,3417,3676.586
20Jan68,3414,3663.198
21Jan68,3411,3644.338
22Jan68,3408,3625.479
23Jan68,3405,3606.62
24Jan68,3401,3577.767
25Jan68,3397,3548.913
26Jan68,3393,3520.06
27Jan68,3389,3495.707
28Jan68,3384,3475.855
29Jan68,3380,3456.003
30Jan68,3375,3436.151
31Jan68,3369,3410.937
01Feb68,3363,3385.723
02Feb68,3358,3360.509
03Feb68,3351,3343.944
04Feb68,3345,3336.03
05Feb68,3339,3328.116
06Feb68,3332,3320.202
07Feb68,3325,3345.54
08Feb68,3318,3370.878
09Feb68,3310,3396.215
10Feb68,3303,3446.185
11Feb68,3296,3520.788
12Feb68,3289,3595.39
13Feb68,3282,3669.992
14Feb68,3275,3652.013
15Feb68,3269,3634.033
16Feb68,3262,3616.054
17Feb68,3256,3599.254
18Feb68,3250,3583.634
19Feb68,3244,3568.014
20Feb68,3238,3552.394
21Feb68,3232,3524.053
22Feb68,3227,3495.711
23Feb68,3222,3467.37
24Feb68,3217,3442.758
25Feb68,3211,3421.877
26Feb68,3206,3400.995
27Feb68,3201,3380.114
28Feb68,3196,3430.977
29Feb68,3191,3481.84
01Mar68,3185,3532.703
02Mar68,3180,3582.32
03Mar68,3174,3630.69
04Mar68,3169,3679.061
05Mar68,3163,3727.431
06Mar68,3157,3906.509
07Mar68,3151,4085.588
08Mar68,3146,4264.666
09Mar68,3140,4311.098
10Mar68,3134,4224.884
11Mar68,3129,4138.671
12Mar68,3124,4052.457
13Mar68,3119,4072.743
14Mar68,3114,4093.029
15Mar68,3109,4113.315
16Mar68,3105,4096.851
17Mar68,3100,4043.637
18Mar68,3097,3990.424
19Mar68,3093,3937.21
20Mar68,3089,3889.556
21Mar68,3086,3841.902
22Mar68,3083,3794.248
23Mar68,3080,3756.626
24Mar68,3078,3729.036
25Mar68,3075,3701.446
26Mar68,3073,3673.855
27Mar68,3070,3637.253
28Mar68,3068,3600.651
29Mar68,3066,3564.048
30Mar68,3063,3543.43
31Mar68,3059,3538.797
01Apr68,3055,3534.164
02Apr68,3051,3529.53
03Apr68,3046,3517.369
04Apr68,3040,3505.207
05Apr68,3033,3493.046
06Apr68,3027,3475.6
07Apr68,3020,3452.871
08Apr68,3012,3430.142
09Apr68,3004,3407.413
10Apr68,2995,3412.809
11Apr68,2986,3418.204
12Apr68,2976,3423.6
13Apr68,2966,3422.172
14Apr68,2961,3413.923
15Apr68,2956,3405.674
16Apr68,2951,3397.425
17Apr68,2945,3372.192
18Apr68,2940,3346.959
19Apr68,2935,3321.726
20Apr68,2930,3298.139
21Apr68,2924,3276.199
22Apr68,2919,3254.259
23Apr68,2913,3232.319
24Apr68,2907,3205.301
25Apr68,2902,3178.283
26Apr68,2896,3151.265
27Apr68,2891,3130.598
28Apr68,2886,3116.282
29Apr68,2881,3101.966
30Apr68,2876,3087.65
01May68,2872,3090.261
02May68,2868,3092.871
03May68,2864,3095.481
04May68,2861,3119.562
05May68,2858,3165.113
06May68,2856,3210.664
07May68,2854,3256.215
08May68,2853,3251.7
09May68,2852,3247.186
10May68,2851,3242.671
11May68,2850,3237.7
12May68,2850,3232.271
13May68,2849,3226.842
14May68,2848,3221.413
15May68,2848,3240.107
16May68,2847,3258.8
17May68,2846,3277.494
18May68,2845,3312.506
19May68,2844,3363.836
20May68,2843,3415.167
21May68,2841,3466.498
22May68,2839,3473.07
23May68,2837,3479.641
24May68,2835,3486.213
25May68,2833,3501.231
26May68,2830,3524.697
27May68,2828,3548.163
28May68,2825,3571.628
29May68,2822,3553.252
30May68,2819,3534.875
31May68,2816,3516.499
01Jun68,2813,3497.279
02Jun68,2811,3477.218
03Jun68,2808,3457.157
04Jun68,2806,3437.096
05Jun68,2803,3411.945
06Jun68,2801,3386.793
07Jun68,2799,3361.642
08Jun68,2796,3339.405
09Jun68,2794,3320.081
10Jun68,2792,3300.758
11Jun68,2789,3281.434
12Jun68,2787,3249.185
13Jun68,2784,3216.937
14Jun68,2782,3184.689
15Jun68,2779,3159.698
16Jun68,2776,3141.965
17Jun68,2773,3124.233
18Jun68,2769,3106.5
19Jun68,2764,3079.595
20Jun68,2760,3052.688
21Jun68,2754,3025.783
22Jun68,2748,3003.98
23Jun68,2742,2987.28
24Jun68,2735,2970.58
25Jun68,2727,2953.88
26Jun68,2719,2935.748
27Jun68,2711,2917.616
28Jun68,2702,2899.484
29Jun68,2692,2894.525
30Jun68,2683,2902.74
01Jul68,2672,2910.954
02Jul68,2662,2919.168
03Jul68,2651,2902.31
04Jul68,2640,2885.451
05Jul68,2629,2868.592
06Jul68,2618,2852.893
07Jul68,2607,2838.353
08Jul68,2596,2823.813
09Jul68,2585,2809.273
10Jul68,2574,2793.15
11Jul68,2563,2777.025
12Jul68,2553,2760.901
13Jul68,2542,2745.186
14Jul68,2532,2729.88
15Jul68,2521,2714.575
16Jul68,2511,2699.269
17Jul68,2501,2695.378
18Jul68,2490,2691.486
19Jul68,2480,2687.595
20Jul68,2470,2682.449
21Jul68,2460,2676.049
22Jul68,2450,2669.65
23Jul68,2441,2663.25
24Jul68,2431,2666.63
25Jul68,2422,2670.009
26Jul68,2413,2673.389
27Jul68,2405,2671.758
28Jul68,2396,2665.116
29Jul68,2388,2658.475
30Jul68,2380,2651.833
31Jul68,2372,2649.516
01Aug68,2365,2647.2
02Aug68,2358,2644.883
03Aug68,2351,2647.827
04Aug68,2345,2656.03
05Aug68,2338,2664.233
06Aug68,2332,2672.437
07Aug68,2326,2672.601
08Aug68,2320,2672.765
09Aug68,2313,2672.929
10Aug68,2306,2685.718
11Aug68,2299,2711.133
12Aug68,2292,2736.548
13Aug68,2285,2761.963
14Aug68,2277,2755.723
15Aug68,2270,2749.483
16Aug68,2263,2743.243
17Aug68,2255,2737.613
18Aug68,2248,2732.592
19Aug68,2241,2727.571
20Aug68,2234,2722.55
21Aug68,2227,2710.31
22Aug68,2221,2698.07
23Aug68,2215,2685.829
24Aug68,2210,2680.486
25Aug68,2205,2682.04
26Aug68,2200,2683.593
27Aug68,2197,2685.147
28Aug68,2194,2683.539
29Aug68,2191,2681.931
30Aug68,2189,2680.322
31Aug68,2188,2682.169
01Sep68,2186,2687.47
02Sep68,2185,2692.772
03Sep68,2185,2698.073
04Sep68,2184,2687.174
05Sep68,2184,2676.274
06Sep68,2185,2665.375
07Sep68,2186,2672.513
08Sep68,2187,2697.69
09Sep68,2188,2722.866
10Sep68,2190,2748.043
11Sep68,2193,2737.831
12Sep68,2195,2727.619
13Sep68,2198,2717.406
14Sep68,2202,2717.087
15Sep68,2206,2726.661
16Sep68,2210,2736.235
17Sep68,2215,2745.808
18Sep68,2221,2735.774
19Sep68,2227,2725.74
20Sep68,2233,2715.707
21Sep68,2240,2720.696
22Sep68,2248,2740.71
23Sep68,2256,2760.724
24Sep68,2264,2780.738
25Sep68,2272,2773.458
26Sep68,2281,2766.177
27Sep68,2289,2758.898
28Sep68,2298,2749.703
29Sep68,2307,2738.594
30Sep68,2317,2727.485
01Oct68,2326,2716.377
02Oct68,2335,2756.318
03Oct68,2344,2796.26
04Oct68,2353,2836.201
05Oct68,2362,2862.851
06Oct68,2370,2876.206
07Oct68,2379,2889.562
08Oct68,2387,2902.918
09Oct68,2396,2902.828
10Oct68,2404,2902.738
11Oct68,2413,2902.647
12Oct68,2421,2897.697
13Oct68,2429,2887.887
14Oct68,2437,2878.076
15Oct68,2444,2868.266
16Oct68,2452,2847.948
17Oct68,2459,2827.63
18Oct68,2466,2807.313
19Oct68,2473,2799.601
20Oct68,2479,2804.498
21Oct68,2486,2809.394
22Oct68,2493,2814.291
23Oct68,2499,2890.598
24Oct68,2506,2966.905
25Oct68,2512,3043.213
26Oct68,2519,3114.736
27Oct68,2526,3181.477
28Oct68,2533,3248.217
29Oct68,2540,3314.957
30Oct68,2548,3312.955
31Oct68,2556,3310.952
01Nov68,2564,3308.95
02Nov68,2573,3301.171
03Nov68,2582,3287.617
04Nov68,2591,3274.064
05Nov68,2600,3260.51
06Nov68,2610,3244.976
07Nov68,2620,3229.441
08Nov68,2630,3213.907
09Nov68,2640,3220.989
10Nov68,2650,3250.688
11Nov68,2660,3280.386
12Nov68,2670,3310.084
13Nov68,2679,3296.119
14Nov68,2689,3282.154
15Nov68,2698,3268.188
16Nov68,2707,3267.067
17Nov68,2716,3278.789
18Nov68,2725,3290.511
19Nov68,2735,3302.233
20Nov68,2744,3299.43
21Nov68,2753,3296.627
22Nov68,2763,3293.824
23Nov68,2773,3295.342
24Nov68,2783,3301.181
25Nov68,2794,3307.02
26Nov68,2804,3312.859
27Nov68,2816,3310.652
28Nov68,2827,3308.444
29Nov68,2838,3306.237
30Nov68,2850,3315.962
01Dec68,2863,3337.619
02Dec68,2875,3359.276
03Dec68,2888,3380.933
04Dec68,2901,3351.037
05Dec68,2915,3321.141
06Dec68,2928,3291.244
07Dec68,2942,3281.494
08Dec68,2956,3291.889
09Dec68,2971,3302.284
10Dec68,2986,3312.679
11Dec68,3001,3297.127
12Dec68,3017,3281.575
13Dec68,3034,3266.022
14Dec68,3051,3261.927
15Dec68,3069,3269.289
16Dec68,3087,3276.65
17Dec68,3105,3284.012
18Dec68,3124,3282.989
19Dec68,3143,3281.966
20Dec68,3163,3280.943
21Dec68,3183,3291.115
22Dec68,3202,3312.482
23Dec68,3222,3333.849
24Dec68,3241,3355.216
25Dec68,3260,3345.018
26Dec68,3278,3334.819
27Dec68,3295,3324.62
28Dec68,3312,3320.697
29Dec68,3327,3323.049
30Dec68,3341,3325.402
31Dec68,3355,3327.755
01Jan69,3367,3317.159
02Jan69,3379,3306.563
03Jan69,3388,3295.966
04Jan69,3397,3309.545
05Jan69,3404,3347.299
06Jan69,3410,3385.052
07Jan69,3415,3422.806
08Jan69,3418,3422.327
09Jan69,3421,3421.848
10Jan69,3423,3421.369
11Jan69,3424,3420.711
12Jan69,3425,3419.875
13Jan69,3425,3419.038
14Jan69,3424,3418.202
15Jan69,3423,3404.033
16Jan69,3422,3389.863
17Jan69,3420,3375.694
18Jan69,3417,3369.996
19Jan69,3414,3372.769
20Jan69,3411,3375.541
21Jan69,3408,3378.314
22Jan69,3405,3357.231
23Jan69,3401,3336.147
24Jan69,3397,3315.064
25Jan69,3393,3299.041
26Jan69,3389,3288.079
27Jan69,3384,3277.118
28Jan69,3380,3266.156
29Jan69,3375,3260.245
30Jan69,3369,3254.335
31Jan69,3363,3248.424
01Feb69,3358,3245.974
02Feb69,3351,3246.985
03Feb69,3345,3247.995
04Feb69,3339,3249.005
05Feb69,3332,3242.393
06Feb69,3325,3235.78
07Feb69,3318,3229.167
08Feb69,3310,3219.902
09Feb69,3303,3207.983
10Feb69,3296,3196.064
11Feb69,3289,3184.145
12Feb69,3282,3159.187
13Feb69,3275,3134.228
14Feb69,3269,3109.27
15Feb69,3262,3100.232
16Feb69,3256,3107.115
17Feb69,3250,3113.997
18Feb69,3244,3120.88
19Feb69,3238,3115.647
20Feb69,3232,3110.416
21Feb69,3227,3105.183
22Feb69,3222,3098.119
23Feb69,3217,3089.222
24Feb69,3211,3080.325
25Feb69,3206,3071.428
26Feb69,3201,3060.204
27Feb69,3196,3048.98
28Feb69,3191,3037.755
01Mar69,3185,3032.689
02Mar69,3180,3033.781
03Mar69,3174,3034.873
04Mar69,3169,3035.964
05Mar69,3163,3065.582
06Mar69,3157,3095.201
07Mar69,3151,3124.819
08Mar69,3146,3155.402
09Mar69,3140,3186.949
10Mar69,3134,3218.497
11Mar69,3129,3250.044
12Mar69,3124,3238.635
13Mar69,3119,3227.227
14Mar69,3114,3215.818
15Mar69,3109,3211.738
16Mar69,3105,3214.985
17Mar69,3100,3218.232
18Mar69,3097,3221.479
19Mar69,3093,3224.691
20Mar69,3089,3227.902
21Mar69,3086,3231.114
22Mar69,3083,3234.058
23Mar69,3080,3236.736
24Mar69,3078,3239.413
25Mar69,3075,3242.091
26Mar69,3073,3216.361
27Mar69,3070,3190.632
28Mar69,3068,3164.902
29Mar69,3066,3154.236
30Mar69,3063,3158.633
31Mar69,3059,3163.03
01Apr69,3055,3167.427
02Apr69,3051,3149.566
03Apr69,3046,3131.706
04Apr69,3040,3113.845
05Apr69,3033,3107.844
06Apr69,3027,3113.704
07Apr69,3020,3119.565
08Apr69,3012,3125.425
09Apr69,3004,3113.595
10Apr69,2995,3101.764
11Apr69,2986,3089.933
12Apr69,2976,3102.7
13Apr69,2966,3140.063
14Apr69,2961,3177.427
15Apr69,2956,3214.79
16Apr69,2951,3195.332
17Apr69,2945,3175.874
18Apr69,2940,3156.416
19Apr69,2935,3136.638
20Apr69,2930,3116.543
21Apr69,2924,3096.447
22Apr69,2919,3076.351
23Apr69,2913,3060.253
24Apr69,2907,3044.155
25Apr69,2902,3028.057
26Apr69,2896,3008.682
27Apr69,2891,2986.029
28Apr69,2886,2963.376
29Apr69,2881,2940.723
30Apr69,2876,2915.264
01May69,2872,2889.806
02May69,2868,2864.347
03May69,2864,2849.296
04May69,2861,2844.653
05May69,2858,2840.011
06May69,2856,2835.368
07May69,2854,2816.605
08May69,2853,2797.842
09May69,2852,2779.079
10May69,2851,2760.601
11May69,2850,2742.409
12May69,2850,2724.217
13May69,2849,2706.025
14May69,2848,2686.106
15May69,2848,2666.187
16May69,2847,2646.267
17May69,2846,2629.992
18May69,2845,2617.362
19May69,2844,2604.732
20May69,2843,2592.102
21May69,2841,2597.678
22May69,2839,2603.254
23May69,2837,2608.829
24May69,2835,2614.604
25May69,2833,2620.577
26May69,2830,2626.55
27May69,2828,2632.524
