Trading Date,Mean Stored,Daily Stored
30Jan56,3389,2949.547
31Jan56,3384,2955.469
01Feb56,3380,2980.38
02Feb56,3375,3005.292
03Feb56,3369,3030.203
04Feb56,3363,3041.556
05Feb56,3358,3039.349
06Feb56,3351,3037.142
07Feb56,3345,3034.935
08Feb56,3339,3020.263
09Feb56,3332,3005.591
10Feb56,3325,2990.919
11Feb56,3318,2983.549
12Feb56,3310,2983.483
13Feb56,3303,2983.415
14Feb56,3296,2983.348
15Feb56,3289,2981.273
16Feb56,3282,2979.198
17Feb56,3275,2977.123
18Feb56,3269,2974.193
19Feb56,3262,2970.406
20Feb56,3256,2966.619
21Feb56,3250,2962.832
22Feb56,3244,2945.72
23Feb56,3238,2928.608
24Feb56,3232,2911.496
25Feb56,3227,2899.538
26Feb56,3222,2892.734
27Feb56,3217,2885.929
28Feb56,3211,2879.125
29Feb56,3206,2869.26
01Mar56,3201,2859.394
02Mar56,3196,2849.529
03Mar56,3191,2838.896
04Mar56,3185,2827.496
05Mar56,3180,2816.096
06Mar56,3174,2804.696
07Mar56,3169,2790.681
08Mar56,3163,2776.665
09Mar56,3157,2762.65
10Mar56,3151,2760.265
11Mar56,3146,2769.509
12Mar56,3140,2778.754
13Mar56,3134,2787.998
14Mar56,3129,2774.725
15Mar56,3124,2761.453
16Mar56,3119,2748.18
17Mar56,3114,2745.056
18Mar56,3109,2752.083
19Mar56,3105,2759.11
20Mar56,3100,2766.137
21Mar56,3097,2753.534
22Mar56,3093,2740.931
23Mar56,3089,2728.329
24Mar56,3086,2717.852
25Mar56,3083,2709.5
26Mar56,3080,2701.149
27Mar56,3078,2692.797
28Mar56,3075,2677.536
29Mar56,3073,2662.274
30Mar56,3070,2647.013
31Mar56,3068,2631.059
01Apr56,3066,2614.412
02Apr56,3063,2597.766
03Apr56,3059,2581.119
04Apr56,3055,2570.66
05Apr56,3051,2560.201
06Apr56,3046,2549.742
07Apr56,3040,2543.729
08Apr56,3033,2542.162
09Apr56,3027,2540.594
10Apr56,3020,2539.027
11Apr56,3012,2542.844
12Apr56,3004,2546.661
13Apr56,2995,2550.477
14Apr56,2986,2555.025
15Apr56,2976,2560.304
16Apr56,2966,2565.583
17Apr56,2961,2570.862
18Apr56,2956,2606.125
19Apr56,2951,2641.388
20Apr56,2945,2676.651
21Apr56,2940,2751.781
22Apr56,2935,2866.778
23Apr56,2930,2981.776
24Apr56,2924,3096.773
25Apr56,2919,3114.26
26Apr56,2913,3131.747
27Apr56,2907,3149.234
28Apr56,2902,3192.251
29Apr56,2896,3260.798
30Apr56,2891,3329.346
01May56,2886,3397.894
02May56,2881,3372.017
03May56,2876,3346.139
04May56,2872,3320.262
05May56,2868,3298.803
06May56,2864,3281.762
07May56,2861,3264.722
08May56,2858,3247.681
09May56,2856,3228.212
10May56,2854,3208.742
11May56,2853,3189.273
12May56,2852,3190.375
13May56,2851,3212.049
14May56,2850,3233.723
15May56,2850,3255.397
16May56,2849,3275.841
17May56,2848,3296.285
18May56,2848,3316.729
19May56,2847,3322.333
20May56,2846,3313.098
21May56,2845,3303.862
22May56,2844,3294.626
23May56,2843,3266.35
24May56,2841,3238.073
25May56,2839,3209.797
26May56,2837,3195.214
27May56,2835,3194.327
28May56,2833,3193.44
29May56,2830,3192.553
30May56,2828,3207.261
31May56,2825,3221.97
01Jun56,2822,3236.679
02Jun56,2819,3246.343
03Jun56,2816,3250.96
04Jun56,2813,3255.578
05Jun56,2811,3260.196
06Jun56,2808,3236.368
07Jun56,2806,3212.54
08Jun56,2803,3188.712
09Jun56,2801,3169.452
10Jun56,2799,3154.759
11Jun56,2796,3140.066
12Jun56,2794,3125.372
13Jun56,2792,3153.274
14Jun56,2789,3181.175
15Jun56,2787,3209.076
16Jun56,2784,3249.334
17Jun56,2782,3301.95
18Jun56,2779,3354.564
19Jun56,2776,3407.179
20Jun56,2773,3423.083
21Jun56,2769,3438.987
22Jun56,2764,3454.891
23Jun56,2760,3459.037
24Jun56,2754,3451.427
25Jun56,2748,3443.816
26Jun56,2742,3436.205
27Jun56,2735,3409.567
28Jun56,2727,3382.93
29Jun56,2719,3356.292
30Jun56,2711,3356.507
01Jul56,2702,3383.574
02Jul56,2692,3410.641
03Jul56,2683,3437.708
04Jul56,2672,3424.254
05Jul56,2662,3410.798
06Jul56,2651,3397.343
07Jul56,2640,3394.126
08Jul56,2629,3401.145
09Jul56,2618,3408.165
10Jul56,2607,3415.184
11Jul56,2596,3408.13
12Jul56,2585,3401.075
13Jul56,2574,3394.021
14Jul56,2563,3381.229
15Jul56,2553,3362.7
16Jul56,2542,3344.171
17Jul56,2532,3325.642
18Jul56,2521,3303.418
19Jul56,2511,3281.193
20Jul56,2501,3258.969
21Jul56,2490,3236.796
22Jul56,2480,3214.675
23Jul56,2470,3192.553
24Jul56,2460,3170.432
25Jul56,2450,3141.451
26Jul56,2441,3112.47
27Jul56,2431,3083.488
28Jul56,2422,3057.235
29Jul56,2413,3033.71
30Jul56,2405,3010.186
31Jul56,2396,2986.661
01Aug56,2388,2982.45
02Aug56,2380,2978.238
03Aug56,2372,2974.027
04Aug56,2365,2962.741
05Aug56,2358,2944.381
06Aug56,2351,2926.021
07Aug56,2345,2907.66
08Aug56,2338,2885.753
09Aug56,2332,2863.846
10Aug56,2326,2841.939
11Aug56,2320,2827.795
12Aug56,2313,2821.413
13Aug56,2306,2815.03
14Aug56,2299,2808.648
15Aug56,2292,2817.196
16Aug56,2285,2825.744
17Aug56,2277,2834.292
18Aug56,2270,2838.298
19Aug56,2263,2837.761
20Aug56,2255,2837.223
21Aug56,2248,2836.686
22Aug56,2241,2819.064
23Aug56,2234,2801.442
24Aug56,2227,2783.819
25Aug56,2221,2778.977
26Aug56,2215,2786.916
27Aug56,2210,2794.854
28Aug56,2205,2802.792
29Aug56,2200,2786.035
30Aug56,2197,2769.278
31Aug56,2194,2752.522
01Sep56,2191,2738.462
02Sep56,2189,2727.098
03Sep56,2188,2715.734
04Sep56,2186,2704.37
05Sep56,2185,2692.366
06Sep56,2185,2680.362
07Sep56,2184,2668.358
08Sep56,2184,2654.73
09Sep56,2185,2639.478
10Sep56,2186,2624.226
11Sep56,2187,2608.973
12Sep56,2188,2607.116
13Sep56,2190,2605.259
14Sep56,2193,2603.402
15Sep56,2195,2597.687
16Sep56,2198,2588.115
17Sep56,2202,2578.544
18Sep56,2206,2568.972
19Sep56,2210,2563.933
20Sep56,2215,2558.894
21Sep56,2221,2553.854
22Sep56,2227,2551.855
23Sep56,2233,2552.895
24Sep56,2240,2553.935
25Sep56,2248,2554.975
26Sep56,2256,2543.003
27Sep56,2264,2531.031
28Sep56,2272,2519.059
29Sep56,2281,2507.152
30Sep56,2289,2495.31
01Oct56,2298,2483.468
02Oct56,2307,2471.626
03Oct56,2317,2466.562
04Oct56,2326,2461.499
05Oct56,2335,2456.435
06Oct56,2344,2451.263
07Oct56,2353,2445.982
08Oct56,2362,2440.702
09Oct56,2370,2435.421
10Oct56,2379,2418.549
11Oct56,2387,2401.677
12Oct56,2396,2384.805
13Oct56,2404,2372.023
14Oct56,2413,2363.331
15Oct56,2421,2354.638
16Oct56,2429,2345.946
17Oct56,2437,2336.472
18Oct56,2444,2326.998
19Oct56,2452,2317.524
20Oct56,2459,2324.293
21Oct56,2466,2347.306
22Oct56,2473,2370.318
23Oct56,2479,2393.33
24Oct56,2486,2394.863
25Oct56,2493,2396.395
26Oct56,2499,2397.928
27Oct56,2506,2402.251
28Oct56,2512,2409.362
29Oct56,2519,2416.475
30Oct56,2526,2423.587
31Oct56,2533,2439.699
01Nov56,2540,2455.812
02Nov56,2548,2471.924
03Nov56,2556,2501.282
04Nov56,2564,2543.887
05Nov56,2573,2586.491
06Nov56,2582,2629.096
07Nov56,2591,2629.224
08Nov56,2600,2629.352
09Nov56,2610,2629.48
10Nov56,2620,2636.002
11Nov56,2630,2648.919
12Nov56,2640,2661.835
13Nov56,2650,2674.752
14Nov56,2660,2699.72
15Nov56,2670,2724.689
16Nov56,2679,2749.657
17Nov56,2689,2772.212
18Nov56,2698,2792.354
19Nov56,2707,2812.496
20Nov56,2716,2832.638
21Nov56,2725,2820.674
22Nov56,2735,2808.709
23Nov56,2744,2796.745
24Nov56,2753,2792.81
25Nov56,2763,2796.905
26Nov56,2773,2801
27Nov56,2783,2805.095
28Nov56,2794,2808.596
29Nov56,2804,2812.097
30Nov56,2816,2815.598
01Dec56,2827,2836.021
02Dec56,2838,2873.366
03Dec56,2850,2910.711
04Dec56,2863,2948.056
05Dec56,2875,2943.981
06Dec56,2888,2939.906
07Dec56,2901,2935.831
08Dec56,2915,2935.926
09Dec56,2928,2940.192
10Dec56,2942,2944.458
11Dec56,2956,2948.724
12Dec56,2971,2950.269
13Dec56,2986,2951.814
14Dec56,3001,2953.358
15Dec56,3017,2952.343
16Dec56,3034,2948.766
17Dec56,3051,2945.19
18Dec56,3069,2941.613
19Dec56,3087,2948.421
20Dec56,3105,2955.23
21Dec56,3124,2962.038
22Dec56,3143,2978.178
23Dec56,3163,3003.649
24Dec56,3183,3029.121
25Dec56,3202,3054.592
26Dec56,3222,3102.608
27Dec56,3241,3150.623
28Dec56,3260,3198.639
29Dec56,3278,3252.603
30Dec56,3295,3312.517
31Dec56,3312,3372.431
01Jan57,3327,3432.345
02Jan57,3341,3433.887
03Jan57,3355,3435.43
04Jan57,3367,3436.972
05Jan57,3379,3425.44
06Jan57,3388,3400.834
07Jan57,3397,3376.228
08Jan57,3404,3351.622
09Jan57,3410,3325.855
10Jan57,3415,3300.089
11Jan57,3418,3274.322
12Jan57,3421,3255.329
13Jan57,3423,3243.109
14Jan57,3424,3230.889
15Jan57,3425,3218.669
16Jan57,3425,3214.953
17Jan57,3424,3211.238
18Jan57,3423,3207.522
19Jan57,3422,3207.595
20Jan57,3420,3211.458
21Jan57,3417,3215.321
22Jan57,3414,3219.183
23Jan57,3411,3205.043
24Jan57,3408,3190.903
25Jan57,3405,3176.763
26Jan57,3401,3207.922
27Jan57,3397,3284.381
28Jan57,3393,3360.839
29Jan57,3389,3437.298
30Jan57,3384,3438.956
31Jan57,3380,3440.614
01Feb57,3375,3442.271
02Feb57,3369,3440.554
03Feb57,3363,3435.46
04Feb57,3358,3430.365
05Feb57,3351,3425.272
06Feb57,3345,3440.063
07Feb57,3339,3454.855
08Feb57,3332,3469.646
09Feb57,3325,3471.021
10Feb57,3318,3458.978
11Feb57,3310,3446.935
12Feb57,3303,3434.892
13Feb57,3296,3401.892
14Feb57,3289,3368.891
15Feb57,3282,3335.891
16Feb57,3275,3311.983
17Feb57,3269,3297.168
18Feb57,3262,3282.352
19Feb57,3256,3267.537
20Feb57,3250,3249.919
21Feb57,3244,3232.301
22Feb57,3238,3214.682
23Feb57,3232,3208.849
24Feb57,3227,3214.8
25Feb57,3222,3220.75
26Feb57,3217,3226.701
27Feb57,3211,3230.569
28Feb57,3206,3234.437
01Mar57,3201,3238.306
02Mar57,3196,3230.033
03Mar57,3191,3209.618
04Mar57,3185,3189.204
05Mar57,3180,3168.789
06Mar57,3174,3158.773
07Mar57,3169,3148.757
08Mar57,3163,3138.741
09Mar57,3157,3133.665
10Mar57,3151,3133.528
11Mar57,3146,3133.391
12Mar57,3140,3133.254
13Mar57,3134,3121.404
14Mar57,3129,3109.553
15Mar57,3124,3097.704
16Mar57,3119,3091.521
17Mar57,3114,3091.006
18Mar57,3109,3090.491
19Mar57,3105,3089.976
20Mar57,3100,3107.409
21Mar57,3097,3124.841
22Mar57,3093,3142.273
23Mar57,3089,3152.654
24Mar57,3086,3155.983
25Mar57,3083,3159.313
26Mar57,3080,3162.643
27Mar57,3078,3152.372
28Mar57,3075,3142.101
29Mar57,3073,3131.831
30Mar57,3070,3125.838
31Mar57,3068,3124.124
01Apr57,3066,3122.41
02Apr57,3063,3120.696
03Apr57,3059,3115.446
04Apr57,3055,3110.197
05Apr57,3051,3104.947
06Apr57,3046,3094.929
07Apr57,3040,3080.141
08Apr57,3033,3065.354
09Apr57,3027,3050.567
10Apr57,3020,3030.242
11Apr57,3012,3009.915
12Apr57,3004,2989.59
13Apr57,2995,2986.268
14Apr57,2986,2999.95
15Apr57,2976,3013.631
16Apr57,2966,3027.313
17Apr57,2961,3030.07
18Apr57,2956,3032.826
19Apr57,2951,3035.583
20Apr57,2945,3035.526
21Apr57,2940,3032.655
22Apr57,2935,3029.785
23Apr57,2930,3026.914
24Apr57,2924,3028.681
25Apr57,2919,3030.449
26Apr57,2913,3032.216
27Apr57,2907,3061.39
28Apr57,2902,3117.968
29Apr57,2896,3174.546
30Apr57,2891,3231.125
01May57,2886,3282.571
02May57,2881,3334.018
03May57,2876,3385.464
04May57,2872,3427.929
05May57,2868,3461.413
06May57,2864,3494.897
07May57,2861,3528.38
08May57,2858,3496.297
09May57,2856,3464.213
10May57,2854,3432.13
11May57,2853,3407.705
12May57,2852,3390.938
13May57,2851,3374.172
14May57,2850,3357.405
15May57,2850,3354.56
16May57,2849,3351.713
17May57,2848,3348.868
18May57,2848,3345.362
19May57,2847,3341.197
20May57,2846,3337.031
21May57,2845,3332.865
22May57,2844,3323.599
23May57,2843,3314.333
24May57,2841,3305.067
25May57,2839,3305.35
26May57,2837,3315.181
27May57,2835,3325.012
28May57,2833,3334.843
29May57,2830,3310.296
30May57,2828,3285.748
31May57,2825,3261.2
01Jun57,2822,3236.347
02Jun57,2819,3211.188
03Jun57,2816,3186.03
04Jun57,2813,3160.871
05Jun57,2811,3141.724
06Jun57,2808,3122.577
07Jun57,2806,3103.43
08Jun57,2803,3085.773
09Jun57,2801,3069.607
10Jun57,2799,3053.441
11Jun57,2796,3037.275
12Jun57,2794,3024.288
13Jun57,2792,3011.301
14Jun57,2789,2998.314
15Jun57,2787,2984.681
16Jun57,2784,2970.402
17Jun57,2782,2956.124
18Jun57,2779,2941.845
19Jun57,2776,2920.782
20Jun57,2773,2899.718
21Jun57,2769,2878.655
22Jun57,2764,2861.694
23Jun57,2760,2848.835
24Jun57,2754,2835.976
25Jun57,2748,2823.117
26Jun57,2742,2808.631
27Jun57,2735,2794.144
28Jun57,2727,2779.657
29Jun57,2719,2809.714
30Jun57,2711,2884.314
01Jul57,2702,2958.913
02Jul57,2692,3033.513
03Jul57,2683,3050.92
04Jul57,2672,3068.327
05Jul57,2662,3085.734
06Jul57,2651,3080.393
07Jul57,2640,3052.303
08Jul57,2629,3024.214
09Jul57,2618,2996.124
10Jul57,2607,2971.626
11Jul57,2596,2947.128
12Jul57,2585,2922.63
13Jul57,2574,2897.89
14Jul57,2563,2872.907
15Jul57,2553,2847.925
16Jul57,2542,2822.942
17Jul57,2532,2817.294
18Jul57,2521,2811.647
19Jul57,2511,2805.999
20Jul57,2501,2797.093
21Jul57,2490,2784.928
22Jul57,2480,2772.763
23Jul57,2470,2760.598
24Jul57,2460,2744.74
25Jul57,2450,2728.881
26Jul57,2441,2713.023
27Jul57,2431,2697.012
28Jul57,2422,2680.848
29Jul57,2413,2664.684
30Jul57,2405,2648.519
31Jul57,2396,2625.802
01Aug57,2388,2603.086
02Aug57,2380,2580.369
03Aug57,2372,2564.753
04Aug57,2365,2556.235
05Aug57,2358,2547.717
06Aug57,2351,2539.199
07Aug57,2345,2530.018
08Aug57,2338,2520.836
09Aug57,2332,2511.655
10Aug57,2326,2502.007
11Aug57,2320,2491.893
12Aug57,2313,2481.779
13Aug57,2306,2471.665
14Aug57,2299,2463.711
15Aug57,2292,2455.758
16Aug57,2285,2447.804
17Aug57,2277,2439.744
18Aug57,2270,2431.576
19Aug57,2263,2423.409
20Aug57,2255,2415.241
21Aug57,2248,2431.04
22Aug57,2241,2446.838
23Aug57,2234,2462.636
24Aug57,2227,2466.707
25Aug57,2221,2459.051
26Aug57,2215,2451.396
27Aug57,2210,2443.74
28Aug57,2205,2425.721
29Aug57,2200,2407.702
30Aug57,2197,2389.683
31Aug57,2194,2373.56
01Sep57,2191,2359.335
02Sep57,2189,2345.109
03Sep57,2188,2330.883
04Sep57,2186,2313.675
05Sep57,2185,2296.466
06Sep57,2185,2279.258
07Sep57,2184,2263.802
08Sep57,2184,2250.099
09Sep57,2185,2236.395
10Sep57,2186,2222.692
11Sep57,2187,2201.337
12Sep57,2188,2179.982
13Sep57,2190,2158.627
14Sep57,2193,2139.829
15Sep57,2195,2123.589
16Sep57,2198,2107.348
17Sep57,2202,2091.108
18Sep57,2206,2078.457
19Sep57,2210,2065.806
20Sep57,2215,2053.155
21Sep57,2221,2040.931
22Sep57,2227,2029.136
23Sep57,2233,2017.341
24Sep57,2240,2005.546
25Sep57,2248,2005.036
26Sep57,2256,2004.526
27Sep57,2264,2004.016
28Sep57,2272,2007.242
29Sep57,2281,2014.203
30Sep57,2289,2021.164
01Oct57,2298,2028.125
02Oct57,2307,2040.107
03Oct57,2317,2052.088
04Oct57,2326,2064.069
05Oct57,2335,2074.14
06Oct57,2344,2082.301
07Oct57,2353,2090.462
08Oct57,2362,2098.622
09Oct57,2370,2089.442
10Oct57,2379,2080.263
11Oct57,2387,2071.083
12Oct57,2396,2091.917
13Oct57,2404,2142.764
14Oct57,2413,2193.612
15Oct57,2421,2244.459
16Oct57,2429,2261.492
17Oct57,2437,2278.525
18Oct57,2444,2295.559
19Oct57,2452,2327.347
20Oct57,2459,2373.892
21Oct57,2466,2420.437
22Oct57,2473,2466.981
23Oct57,2479,2460.598
24Oct57,2486,2454.215
25Oct57,2493,2447.831
26Oct57,2499,2449.838
27Oct57,2506,2460.234
28Oct57,2512,2470.629
29Oct57,2519,2481.025
30Oct57,2526,2496.464
31Oct57,2533,2511.903
01Nov57,2540,2527.343
02Nov57,2548,2542.18
03Nov57,2556,2556.417
04Nov57,2564,2570.654
05Nov57,2573,2584.89
06Nov57,2582,2562.013
07Nov57,2591,2539.137
08Nov57,2600,2516.26
09Nov57,2610,2505.136
10Nov57,2620,2505.763
11Nov57,2630,2506.391
12Nov57,2640,2507.018
13Nov57,2650,2495.497
14Nov57,2660,2483.975
15Nov57,2670,2472.454
16Nov57,2679,2502.983
17Nov57,2689,2575.561
18Nov57,2698,2648.14
19Nov57,2707,2720.718
20Nov57,2716,2890.593
21Nov57,2725,3060.468
22Nov57,2735,3230.342
23Nov57,2744,3322.955
24Nov57,2753,3338.304
25Nov57,2763,3353.653
26Nov57,2773,3369.002
27Nov57,2783,3351.343
28Nov57,2794,3333.684
29Nov57,2804,3316.025
30Nov57,2816,3309.767
01Dec57,2827,3314.911
02Dec57,2838,3320.054
03Dec57,2850,3325.197
04Dec57,2863,3348.306
05Dec57,2875,3371.415
06Dec57,2888,3394.524
07Dec57,2901,3425.147
08Dec57,2915,3463.284
09Dec57,2928,3501.422
10Dec57,2942,3539.559
11Dec57,2956,3549.208
12Dec57,2971,3558.858
13Dec57,2986,3568.507
14Dec57,3001,3606.311
15Dec57,3017,3672.271
16Dec57,3034,3738.23
17Dec57,3051,3804.19
18Dec57,3069,3805.112
19Dec57,3087,3806.035
20Dec57,3105,3806.957
21Dec57,3124,3818.231
22Dec57,3143,3839.857
23Dec57,3163,3861.483
24Dec57,3183,3883.109
25Dec57,3202,3962.687
26Dec57,3222,4042.264
27Dec57,3241,4121.841
28Dec57,3260,4226.287
29Dec57,3278,4355.604
30Dec57,3295,4484.922
31Dec57,3312,4614.238
01Jan58,3327,4549.266
02Jan58,3341,4484.295
03Jan58,3355,4419.322
04Jan58,3367,4385.928
05Jan58,3379,4384.112
06Jan58,3388,4382.295
07Jan58,3397,4380.479
08Jan58,3404,4351.713
09Jan58,3410,4322.947
10Jan58,3415,4294.181
11Jan58,3418,4274.649
12Jan58,3421,4264.351
13Jan58,3423,4254.053
14Jan58,3424,4243.755
15Jan58,3425,4244.479
16Jan58,3425,4245.203
17Jan58,3424,4245.927
18Jan58,3423,4243.377
19Jan58,3422,4237.553
20Jan58,3420,4231.729
21Jan58,3417,4225.904
22Jan58,3414,4259.034
23Jan58,3411,4292.165
24Jan58,3408,4325.295
25Jan58,3405,4381.512
26Jan58,3401,4460.815
27Jan58,3397,4540.118
28Jan58,3393,4619.421
29Jan58,3389,4600.046
30Jan58,3384,4580.671
31Jan58,3380,4561.296
01Feb58,3375,4572.052
02Feb58,3369,4612.938
03Feb58,3363,4653.823
04Feb58,3358,4694.709
05Feb58,3351,4668.639
06Feb58,3345,4642.569
07Feb58,3339,4616.499
08Feb58,3332,4602.923
09Feb58,3325,4601.839
10Feb58,3318,4600.756
11Feb58,3310,4599.672
12Feb58,3303,4660.862
13Feb58,3296,4722.052
14Feb58,3289,4783.243
15Feb58,3282,4850.604
16Feb58,3275,4924.138
17Feb58,3269,4997.672
18Feb58,3262,5071.205
19Feb58,3256,4997.8
20Feb58,3250,4924.393
21Feb58,3244,4850.988
22Feb58,3238,4884.436
23Feb58,3232,5024.738
24Feb58,3227,5165.041
25Feb58,3222,5305.343
26Feb58,3217,5296.797
27Feb58,3211,5288.25
28Feb58,3206,5279.703
01Mar58,3201,5251.425
02Mar58,3196,5203.415
03Mar58,3191,5155.403
04Mar58,3185,5107.393
05Mar58,3180,5067.643
06Mar58,3174,5027.893
07Mar58,3169,4988.142
08Mar58,3163,4955.886
09Mar58,3157,4931.123
10Mar58,3151,4906.358
11Mar58,3146,4881.595
12Mar58,3140,4884.185
13Mar58,3134,4886.775
14Mar58,3129,4889.365
15Mar58,3124,4888.631
16Mar58,3119,4884.574
17Mar58,3114,4880.516
18Mar58,3109,4876.459
19Mar58,3105,4808.893
20Mar58,3100,4741.327
21Mar58,3097,4673.761
22Mar58,3093,4612.892
23Mar58,3089,4558.722
24Mar58,3086,4504.55
25Mar58,3083,4450.38
26Mar58,3080,4411.289
27Mar58,3078,4372.199
28Mar58,3075,4333.109
29Mar58,3073,4350.205
30Mar58,3070,4423.487
31Mar58,3068,4496.771
01Apr58,3066,4570.053
02Apr58,3063,4587.217
03Apr58,3059,4604.381
04Apr58,3055,4621.545
05Apr58,3051,4600.577
06Apr58,3046,4541.475
07Apr58,3040,4482.372
08Apr58,3033,4423.27
09Apr58,3027,4392.763
10Apr58,3020,4362.256
11Apr58,3012,4331.748
12Apr58,3004,4298.812
13Apr58,2995,4263.446
14Apr58,2986,4228.081
15Apr58,2976,4192.715
16Apr58,2966,4142.878
17Apr58,2961,4093.04
18Apr58,2956,4043.203
19Apr58,2951,4015.985
20Apr58,2945,4011.386
21Apr58,2940,4006.787
22Apr58,2935,4002.188
23Apr58,2930,3972.481
24Apr58,2924,3942.774
25Apr58,2919,3913.067
26Apr58,2913,3881.817
27Apr58,2907,3849.027
28Apr58,2902,3816.236
29Apr58,2896,3783.445
30Apr58,2891,3748.748
01May58,2886,3714.051
02May58,2881,3679.354
03May58,2876,3681.128
04May58,2872,3719.375
05May58,2868,3757.621
06May58,2864,3795.868
07May58,2861,3870.009
08May58,2858,3944.148
09May58,2856,4018.289
10May58,2854,4049.213
11May58,2853,4036.92
12May58,2852,4024.627
13May58,2851,4012.334
14May58,2850,3942.556
15May58,2850,3872.777
16May58,2849,3802.999
17May58,2848,3754.516
18May58,2848,3727.33
19May58,2847,3700.143
20May58,2846,3672.956
21May58,2845,3673.653
22May58,2844,3674.351
23May58,2843,3675.048
24May58,2841,3701.665
25May58,2839,3754.202
26May58,2837,3806.738
27May58,2835,3859.275
28May58,2833,3844.5
29May58,2830,3829.724
30May58,2828,3814.949
31May58,2825,3813.249
01Jun58,2822,3824.625
02Jun58,2819,3836.002
03Jun58,2816,3847.377
04Jun58,2813,3819.775
05Jun58,2811,3792.173
06Jun58,2808,3764.572
07Jun58,2806,3755.733
08Jun58,2803,3765.657
09Jun58,2801,3775.58
10Jun58,2799,3785.504
11Jun58,2796,3733.583
12Jun58,2794,3681.661
13Jun58,2792,3629.74
14Jun58,2789,3587.274
15Jun58,2787,3554.264
16Jun58,2784,3521.253
17Jun58,2782,3488.243
18Jun58,2779,3461.225
19Jun58,2776,3434.206
20Jun58,2773,3407.188
21Jun58,2769,3381.487
22Jun58,2764,3357.102
23Jun58,2760,3332.718
24Jun58,2754,3308.333
25Jun58,2748,3288.675
26Jun58,2742,3269.017
27Jun58,2735,3249.359
28Jun58,2727,3227.157
29Jun58,2719,3202.41
30Jun58,2711,3177.664
01Jul58,2702,3152.917
02Jul58,2692,3120.216
03Jul58,2683,3087.513
04Jul58,2672,3054.812
05Jul58,2662,3024.893
06Jul58,2651,2997.757
07Jul58,2640,2970.622
08Jul58,2629,2943.486
09Jul58,2618,2917.174
10Jul58,2607,2890.86
11Jul58,2596,2864.548
12Jul58,2585,2838.737
13Jul58,2574,2813.428
14Jul58,2563,2788.119
15Jul58,2553,2762.81
16Jul58,2542,2736.749
17Jul58,2532,2710.688
18Jul58,2521,2684.626
19Jul58,2511,2676.095
20Jul58,2501,2685.094
21Jul58,2490,2694.092
22Jul58,2480,2703.091
23Jul58,2470,2689.576
24Jul58,2460,2676.061
25Jul58,2450,2662.546
26Jul58,2441,2650.832
27Jul58,2431,2640.919
28Jul58,2422,2631.005
29Jul58,2413,2621.092
30Jul58,2405,2605.806
31Jul58,2396,2590.52
01Aug58,2388,2575.234
02Aug58,2380,2561.382
03Aug58,2372,2548.965
04Aug58,2365,2536.548
05Aug58,2358,2524.131
06Aug58,2351,2511.477
07Aug58,2345,2498.823
08Aug58,2338,2486.169
09Aug58,2332,2487.034
10Aug58,2326,2501.417
11Aug58,2320,2515.801
12Aug58,2313,2530.185
13Aug58,2306,2528.203
14Aug58,2299,2526.222
15Aug58,2292,2524.241
16Aug58,2285,2522.5
17Aug58,2277,2521.002
18Aug58,2270,2519.503
19Aug58,2263,2518.004
20Aug58,2255,2501.887
21Aug58,2248,2485.771
22Aug58,2241,2469.654
23Aug58,2234,2459.268
24Aug58,2227,2454.611
25Aug58,2221,2449.954
26Aug58,2215,2445.297
27Aug58,2210,2429.371
28Aug58,2205,2413.446
29Aug58,2200,2397.52
30Aug58,2197,2384.933
31Aug58,2194,2375.683
01Sep58,2191,2366.434
02Sep58,2189,2357.185
03Sep58,2188,2340.351
04Sep58,2186,2323.518
05Sep58,2185,2306.684
06Sep58,2185,2291.41
07Sep58,2184,2277.696
08Sep58,2184,2263.981
09Sep58,2185,2250.267
10Sep58,2186,2232.713
11Sep58,2187,2215.16
12Sep58,2188,2197.607
13Sep58,2190,2187.927
14Sep58,2193,2186.12
15Sep58,2195,2184.313
16Sep58,2198,2182.506
17Sep58,2202,2168.376
18Sep58,2206,2154.246
19Sep58,2210,2140.116
20Sep58,2215,2127.706
21Sep58,2221,2117.015
22Sep58,2227,2106.324
23Sep58,2233,2095.633
24Sep58,2240,2079.259
25Sep58,2248,2062.885
26Sep58,2256,2046.51
27Sep58,2264,2047.864
28Sep58,2272,2066.946
29Sep58,2281,2086.027
30Sep58,2289,2105.109
01Oct58,2298,2143.039
02Oct58,2307,2180.968
03Oct58,2317,2218.897
04Oct58,2326,2239.4
05Oct58,2335,2242.475
06Oct58,2344,2245.55
07Oct58,2353,2248.625
08Oct58,2362,2253.656
09Oct58,2370,2258.687
10Oct58,2379,2263.718
11Oct58,2387,2267.589
12Oct58,2396,2270.301
13Oct58,2404,2273.012
14Oct58,2413,2275.724
15Oct58,2421,2262.135
16Oct58,2429,2248.545
17Oct58,2437,2234.956
18Oct58,2444,2224.794
19Oct58,2452,2218.061
20Oct58,2459,2211.328
21Oct58,2466,2204.594
22Oct58,2473,2228.162
23Oct58,2479,2251.73
24Oct58,2486,2275.298
25Oct58,2493,2328.921
26Oct58,2499,2412.599
27Oct58,2506,2496.276
28Oct58,2512,2579.954
29Oct58,2519,2613.145
30Oct58,2526,2646.337
31Oct58,2533,2679.528
01Nov58,2540,2711.547
02Nov58,2548,2742.391
03Nov58,2556,2773.237
04Nov58,2564,2804.081
05Nov58,2573,2789.005
06Nov58,2582,2773.929
